1660,1819,2000
1655,1807,2000
1649,1794,2000
1644,1782,2000
1638,1770,2000
1632,1758,2000
1626,1746,2000
1619,1734,2000
1613,1723,2000
1606,1711,2000
1599,1699,2000
1592,1688,2000
1585,1677,2000
1577,1665,2000
1570,1654,2000
1562,1643,2000
1554,1632,2000
1546,1621,2000
1538,1610,2000
1530,1599,2000
1522,1588,2000
1513,1577,2000
1505,1567,2000
1496,1556,2000
1487,1545,2000
1478,1535,2000
1469,1524,2000
1460,1514,2000
1451,1504,2000
1441,1493,2000
1432,1483,2000
1422,1473,2000
1412,1463,2000
1403,1453,2000
1393,1444,2000
1383,1434,2000
1373,1424,2000
1363,1415,2000
1352,1405,2000
1342,1396,2000
1332,1387,2000
1321,1377,2000
1311,1368,2000
1300,1360,2000
1290,1351,2000
1279,1342,2000
1268,1334,2000
1257,1325,2000
1247,1317,2000
1236,1309,2000
1224,1301,2000
1223,1303,2000
1221,1306,2000
1220,1308,2000
1218,1310,2000
1217,1312,2000
1215,1315,2000
1213,1317,2000
1212,1319,2000
1210,1322,2000
1208,1324,2000
1207,1327,2000
1205,1329,2000
1203,1331,2000
1202,1334,2000
1200,1336,2000
1198,1339,2000
1196,1341,2000
1194,1343,2000
1192,1346,2000
1190,1348,2000
1189,1351,2000
1187,1353,2000
1185,1356,2000
1183,1358,2000
1181,1361,2000
1179,1363,2000
1176,1366,2000
1174,1368,2000
1172,1371,2000
1170,1374,2000
1168,1376,2000
1166,1379,2000
1163,1381,2000
1161,1384,2000
1159,1387,2000
1156,1389,2000
1154,1392,2000
1152,1395,2000
1149,1397,2000
1147,1400,2000
1144,1403,2000
1142,1406,2000
1139,1408,2000
1136,1411,2000
1134,1414,2000
1131,1417,2000
1128,1420,2000
1125,1423,2000
1123,1425,2000
1120,1428,2000
1131,1435,2000
1143,1442,2000
1154,1449,2000
1165,1456,2000
1176,1464,2000
1186,1471,2000
1197,1479,2000
1207,1487,2000
1217,1495,2000
1227,1503,2000
1237,1511,2000
1247,1520,2000
1257,1528,2000
1266,1537,2000
1275,1545,2000
1285,1554,2000
1294,1563,2000
1303,1573,2000
1311,1582,2000
1320,1591,2000
1329,1601,2000
1337,1611,2000
1345,1620,2000
1353,1630,2000
1361,1640,2000
1369,1651,2000
1377,1661,2000
1384,1672,2000
1391,1682,2000
1399,1693,2000
1406,1704,2000
1412,1715,2000
1419,1727,2000
1426,1738,2000
1432,1750,2000
1438,1762,2000
1444,1774,2000
1450,1786,2000
1456,1799,2000
1462,1812,2000
1467,1825,2000
1472,1839,2000
1477,1853,2000
1482,1868,2000
1486,1883,2000
1491,1899,2000
1495,1915,2000
1499,1933,2000
1502,1952,2000
1506,1972,2000
1509,1967,2000
1512,1962,2000
1516,1957,2000
1519,1952,2000
1522,1948,2000
1525,1944,2000
1528,1939,2000
1532,1935,2000
1535,1932,2000
1538,1928,2000
1541,1924,2000
1544,1921,2000
1547,1918,2000
1550,1914,2000
1553,1911,2000
1556,1908,2000
1559,1905,2000
1562,1902,2000
1565,1899,2000
1568,1897,2000
1570,1894,2000
1573,1891,2000
1576,1889,2000
1579,1886,2000
1582,1884,2000
1585,1881,2000
1588,1879,2000
1590,1877,2000
1593,1874,2000
1596,1872,2000
1599,1870,2000
1601,1868,2000
1604,1865,2000
1607,1863,2000
1610,1861,2000
1612,1859,2000
1615,1857,2000
1618,1855,2000
1620,1853,2000
1623,1852,2000
1626,1850,2000
1628,1848,2000
1631,1846,2000
1634,1844,2000
1636,1843,2000
1639,1841,2000
1641,1839,2000
1644,1838,2000
1647,1836,2000
